pdb_id,pdbx_caspflag,pdbx_descriptor,title,pdbx_keywords,text,pdbx_model_type_details,pdbx_model_details
2P49,,"Ribonuclease pancreatic (E.C.3.1.27.5), ANTIBODY CAB-RN05",Exploring the capacity of minimalist protein interfaces: interface energetics and affinity maturation to picomolar KD of a single-domain antibody with a flat paratope.,HYDROLASE/IMMUNE SYSTEM,"CAMELID SINGLE-DOMAIN ANTIBODY, VHH, CAB-RN05, RNASE A, PARATOPE, YEAST SURFACE DISPLAY, HYDROLASE-IMMUNE SYSTEM COMPLEX",,
6OBE,N,"Ricin A chain (E.C.3.2.2.22), VHH antibody V6H8",Intracellular Neutralization of Ricin Toxin by Single-domain Antibodies Targeting the Active Site.,TOXIN,TOXIN,,
3UPC,,heavy chain variable domain,General strategy for the generation of human antibody variable domains with increased aggregation resistance,IMMUNE SYSTEM,"immunoglobulin fold, IMMUNE SYSTEM",,
7SHZ,N,,Directed evolution of and structural insights into antibody-mediated disruption of a stable receptor-ligand complex.,IMMUNE SYSTEM,"IgE, omalizumab, xolair, inhibitor, immune system, E27",,
2DLF,,"PROTEIN (ANTI-DANSYL IMMUNOGLOBULIN IGG2A(S) CHAIN: L, H)",The pH-dependent structural variation of complementarity-determining region H3 in the crystal structures of the Fv fragment from an anti-dansyl monoclonal antibody.,IMMUNE SYSTEM,"FV FRAGMENT, IMMUNOGLOBULIN, IMMUNE SYSTEM",,
4JY5,,"PGT122 light chain, PGT122 heavy chain",Broadly neutralizing antibody PGT121 allosterically modulates CD4 binding via recognition of the HIV-1 gp120 V3 base and multiple surrounding glycans.,IMMUNE SYSTEM,"Broadly neutralizing antibody against HIV-1, HIV-1 Env gp120 subunit, IMMUNE SYSTEM",,
3UJJ,N,"Light chain of anti-HIV-1 V3 monoclonal antibody 4025., Fab region of the heavy chain of anti-HIV-1 V3 monoclonal antibody 4025., Gp120",Human Anti-V3 HIV-1 Monoclonal Antibodies Encoded by the VH5-51/VL Lambda Genes Define a Conserved Antigenic Structure.,IMMUNE SYSTEM,"Ig domains, antibody Fab, antigen binding, The third variable region of HIV-1 gp120, IMMUNE SYSTEM",,
1MFB,,IGG1-LAMBDA SE155-4 FAB,Recognition of a carbohydrate antigenic determinant of Salmonella by an antibody.,IMMUNOGLOBULIN,IMMUNOGLOBULIN,,
6H71,N,"Capsid protein, CMRF35-like molecule 1",Structural Basis of Nanobodies Targeting the Prototype Norovirus.,VIRAL PROTEIN,"Norovirus, GI.1, P domain, Nano-94, VIRAL PROTEIN",,
3LN9,,Immunoglobulin heavy chain antibody variable domain B10,Amyloid Fibril Recognition with the Conformational B10 Antibody Fragment Depends on Electrostatic Interactions.,IMMUNE SYSTEM,"Complementarity Determining Regions, CDR, Camelids, Immunoglobulin Heavy Chains, fibril-specific, fibril recognition, Alzheimer's disease, Amyloid, IMMUNE SYSTEM",,
6Z3K,N,"Heavy chain, Light Chain",Structural and functional analysis of protective antibodies targeting the threefold plateau of enterovirus 71.,IMMUNE SYSTEM,"EV71, antibody 38-3-11A, antibody 38-1-10A, EV71-Fab complex, IMMUNE SYSTEM",,
3FO0,,"Catalytic antibody Fab 13G5 kappa light chain chimera, Catalytic antibody Fab 13G5 IgG2b heavy chain chimera",An aspartate and a water molecule mediate efficient acid-base catalysis in a tailored antibody pocket.,IMMUNE SYSTEM,"IMMUNOGLOBULIN, CATALYTIC ANTIBODY, CHIMERIC FAB, HAPTEN COMPLEX, ACID BASE CATALYSIS, PROTON TRANSFER, Immunoglobulin domain, IMMUNE SYSTEM",,
4ORG,,"CAP256-VRC26.04 light chain, CAP256-VRC26.04 heavy chain",Developmental pathway for potent V1V2-directed HIV-neutralizing antibodies.,IMMUNE SYSTEM,"Fab, HIV-1, V1V2, CAP256, VRC26, IMMUNE SYSTEM",,
6UMG,N,"erenumab Fab heavy chain, IgG1, erenumab Fab light chain, IgG1, Calcitonin gene-related peptide type 1 receptor, Receptor activity-modifying protein 1",Molecular Insight into Recognition of the CGRPR Complex by Migraine Prevention Therapy Aimovig (Erenumab).,MEMBRANE PROTEIN/IMMUNE SYSTEM,"Class B GPCR, Complex, Fragment antigen binding, MEMBRANE PROTEIN-IMMUNE SYSTEM complex",,
3RKD,,"Capsid protein, Monoclonal Antibody, Light Chain, Monoclonal Antibody, Heavy Chain",Structural basis for the neutralization and genotype specificity of hepatitis E virus,VIRAL PROTEIN/IMMUNE SYSTEM,"Hepatitis E virus capsid protein, neutralizing antibody, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
2AJ3,,"Fab m18, Light Chain, Fab m18, Heavy Chain",Structural mimicry of CD4 by a cross-reactive HIV-1 neutralizing antibody with CDR-H2 and H3 containing unique motifs.,IMMUNE SYSTEM,"HIV, antibody, Fab, CD4-binding, immunoglobulin, IMMUNE SYSTEM",,
3NFP,,"Heavy chain of Fab fragment of daclizumab, Light chain of Fab fragment of daclizumab, Interleukin-2 receptor subunit alpha",Structural basis of immunosuppression by the therapeutic antibody daclizumab,Immune system/Cytokine,"IL-2Ra, CD25, Daclizumab, Zenapax, therapeutic antibody, immune system, Immune system-Cytokine complex",,
5MYO,N,"Fab c#17 light chain, Fab c#17 heavy chain, Pyroglutamate-Abeta pE3-12-PEGb",Structural and functional analyses of pyroglutamate-amyloid-beta-specific antibodies as a basis for Alzheimer immunotherapy.,IMMUNE SYSTEM,"Alzheimer's disease, pyroglutamate Abeta, monoclonal antibody, fibrillation, IMMUNE SYSTEM",,
4Q2Z,,"Heavy chain of Fab fragment of HIV vaccine-elicited CD4bs-directed antibody, Light chain of Fab fragment of HIV vaccine-elicited CD4bs-directed antibody",HIV-1 Receptor Binding Site-Directed Antibodies Using a VH1-2 Gene Segment Orthologue Are Activated by Env Trimer Immunization.,IMMUNE SYSTEM,"Fab fragment, HIV viral envelope glycoprotein neutralization, IMMUNE SYSTEM",,
6UL6,N,"BoNT/A (E.C.3.4.24.69), ciA-D12/11/ciA-B5, ciA-H7",Structural Insights into Rational Design of Single-Domain Antibody-Based Antitoxins against Botulinum Neurotoxins,TOXIN/ANTITOXIN,"Botulinum neurotoxin (BoNT), VHH, Toxin, Antitoxin, TOXIN-ANTITOXIN complex",,
6BE3,N,"Immunoglobulin Heavy Chain, Immunoglobulin Light Chain",Structural basis for antibody targeting of the broadly expressed microbial polysaccharide poly-N-acetylglucosamine.,IMMUNE SYSTEM,"Immunoglobulin, human antibody, antigen binding fragment, N-acetyl-D-glucosamine, complex, IMMUNE SYSTEM",,
6WPS,N,"SARS-CoV-2 spike glycoprotein, S309 neutralizing antibody heavy chain, S309 neutralizing antibody light chain",Cross-neutralization of SARS-CoV-2 by a human monoclonal SARS-CoV antibody.,VIRAL PROTEIN/IMMUNE SYSTEM,"SARS-CoV-2, SARS-CoV, spike glycoprotein, fusion protein, neutralizing antibody, sarbecovirus, Structural Genomics, Seattle Structural Genomics Center for Infectious Disease, SSGCID, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
6RAM,N,"Multidrug resistance ABC transporter ATP-binding and permease protein, Nanobody Nb9F10",Conformation space of a heterodimeric ABC exporter under turnover conditions.,TRANSPORT PROTEIN,"ATP-binding cassette transporter, membrane protein, heterodimer, exporter, TRANSPORT PROTEIN",,
3IY1,,Fab B,Structural comparison of different antibodies interacting with parvovirus capsids,IMMUNE SYSTEM,"cryoEM, neutralizing antibody, parvovirus, canine, feline, fab footprint, IMMUNE SYSTEM",,
6KPF,N,"Guanine nucleotide-binding protein G(i) subunit alpha-1, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2, Cannabinoid receptor 2, scFv16",Activation and Signaling Mechanism Revealed by Cannabinoid Receptor-GiComplex Structures.,MEMBRANE PROTEIN,"GPCR, Gi Protein, MEMBRANE PROTEIN",,
6VO1,N,"Envelope glycoprotein gp120, Envelope glycoprotein gp41, RM20J Heavy chain Fab, RM20J Kappa light chain",Mapping the immunogenic landscape of near-native HIV-1 envelope trimers in non-human primates.,VIRAL PROTEIN,"HIV, Rhesus macaque, antibody, Fab, vaccine, VIRAL PROTEIN",,
7JGJ,N,"Immunoglobulin A1 protease, mAB Light Chain, mAB Heavy Chain",Mechanism and inhibition of Streptococcus pneumoniae IgA1 protease,IMMUNE SYSTEM,"IgA1, Protease, neutralization, IMMUNE SYSTEM",,
4RWY,,"HIV-1 YU2 gp120, Antibody 8ANC131 heavy chain, Antibody 8ANC131 light chain",Structural Repertoire of HIV-1-Neutralizing Antibodies Targeting the CD4 Supersite in 14 Donors.,VIRAL PROTEIN/IMMUNE SYSTEM,"HIV-1 attachment protein, Broadly neutralizing antibody 8ANC131, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
7K63,N,"Histone H3, Histone H4, Histone H2A, Histone H2B, scFv/DNA Complex",Distinct Structures and Dynamics of Chromatosomes with Different Human Linker Histone Isoforms.,NUCLEAR PROTEIN/DNA,"chromatosome, nucleosome, linker histones, Single-chain antibody, charge-charge interaction, chromatin, NUCLEAR PROTEIN, NUCLEAR PROTEIN-DNA complex",,
6OQ8,N,"Toxin B (E.C.3.4.22.-), 7F",Structure of the full-length Clostridium difficile toxin B.,TOXIN,"Toxin VHH, TOXIN",,
4OUO,,anti Bla g 1 scFv,Characterization of an anti-Bla g 1 scFv: Epitope mapping and cross-reactivity.,IMMUNE SYSTEM,"cockroach allergen, IgG, scFv antibody fragment, Bla g 1, IMMUNE SYSTEM",,
7CHF,N,"BD-604 Fab heavy chain, BD-604 Fab light chain, SARS-coV-2 Receptor Binding Domain, BD-368-2 Fab heavy chain, BD-368-2 Fab light chain",Structurally Resolved SARS-CoV-2 Antibody Shows High Efficacy in Severely Infected Hamsters and Provides a Potent Cocktail Pairing Strategy.,ANTIVIRAL PROTEIN/IMMUNE SYSTEM,"mAb, ANTIVIRAL PROTEIN-IMMUNE SYSTEM complex",,
6E4X,N,"Hemagglutinin HA1, Lineage K03.12 UCA antibody heavy chain, Lineage K03.12 UCA antibody light chain",Antibodies to a Conserved Influenza Head Interface Epitope Protect by an IgG Subtype-Dependent Mechanism.,VIRAL PROTEIN/IMMUNE SYSTEM,"influenza antibody, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
5F7Y,,"Blood group antigen binding adhesin (BabA), strain 17875,Adhesin binding fucosylated histo-blood group antigen, Nanobody Nb-ER19",Structural Insights into Polymorphic ABO Glycan Binding by Helicobacter pylori.,CELL ADHESION,"Cell Adhesion, Adhesin, Lectin, Nanobody, Complex",,
6TEJ,N,"Drug ABC transporter ATP-binding protein, Syb_NL5",The ABC exporter IrtAB imports and reduces mycobacterial siderophores.,MEMBRANE PROTEIN,"ABC transporter, Membrane protein, Sybody, nanobody",,
4M5Y,,"Fab 5J8 heavy chain, Fab 5J8 light chain",Antibody Recognition of the Pandemic H1N1 Influenza Virus Hemagglutinin Receptor Binding Site.,IMMUNE SYSTEM,"immunoglobulin fold, fragment antigen binding, influenza hemagglutinin receptor binding site, IMMUNE SYSTEM",,
7A5R,N,"CR3022 Fab Heavy Chain, CR3022 Fab Light Chain, Spike glycoprotein",Antibody-mediated disruption of the SARS-CoV-2 spike glycoprotein.,VIRAL PROTEIN,"SARS-CoV-2, Antibody, VIRAL PROTEIN",,
7BNV,N,,Cross-Reactive SARS-CoV-2 Neutralizing Antibodies From Deep Mining of Early Patient Responses.,VIRAL PROTEIN,"Antibody Immune System, VIRAL PROTEIN",,
1H8S,,MUTANT AL2 6E7P9G,"Selection, Characterization and X-Ray Structure of Anti-Ampicillin Single-Chain Fv Fragments from Phage-Displayed Murine Antibody Libraries",ANTI-AMPICILLIN ANTIBODIES,ANTI-AMPICILLIN ANTIBODIES,,
7LO6,N,"Envelope glycoprotein gp120, HIV-1 Envelope Glycoprotein BG505 SOSIP.664 gp41, 17b Fab Light Chain, 17b Fab Heavy Chain",Cryo-EM structures of HIV-1 trimer bound to CD4-mimetics BNM-III-170 and M48U1 adopt a CD4-bound open conformation.,VIRAL PROTEIN/IMMUNE SYSTEM,"CD4m, fusion, HIV-1, entry, VIRAL PROTEIN, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
5Y11,N,"MAb 4-5 heavy chain, MAb 4-5 light chain, Membrane glycoprotein polyprotein",Structures of phlebovirus glycoprotein Gn and identification of a neutralizing antibody epitope,IMMUNE SYSTEM/VIRAL SYSTEM,"SFTSV, GN, NEUTRALIZING ANTIBODY, PHLEBOVIRUS, VIRAL PROTEIN, IMMUNE SYSTEM-VIRAL SYSTEM complex",,
6WRP,N,"PI3-E12 Fab Heavy Chain, PI3-E12 Fab Light Chain",Protective antibodies against human parainfluenza virus type 3 infection.,IMMUNE SYSTEM,"antibody, FAB, IMMUNE SYSTEM",,
2ADJ,,"Q425 Fab Light chain, Q425 Fab Heavy chain",Interfacial metal and antibody recognition.,IMMUNE SYSTEM,"anti-CD4, interfacial metal, antibody recognition, IMMUNE SYSTEM",,
7O7F,N,,Structural basis of the activation of the CC chemokine receptor 5 by a chemokine agonist.,SIGNALING PROTEIN,"G protein-coupled receptor (GPCR); CCR5; CCL5/RANTES; HIV entry; AIDS; membrane protein structure;, MEMBRANE PROTEIN, SIGNALING PROTEIN",,
6E0C,N,"Histone H3-like centromeric protein A, Histone H4, Histone H2A type 1-B/E, Histone H2B type 1-J, scFv/DNA Complex",Atomic resolution cryo-EM structure of a native-like CENP-A nucleosome aided by an antibody fragment.,NUCLEAR PROTEIN,"CENP-A, Centromere, Widom's 601 DNA, anti-nucleosome antibody, acidic patch, NUCLEAR PROTEIN",,
7DUQ,N,"Guanine nucleotide-binding protein G(s) subunit alpha isoforms short, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2, Nanobody-35, Pro-glucagon, Glucagon-like peptide 2 receptor",Molecular insights into ago-allosteric modulation of the human glucagon-like peptide-1 receptor.,BIOSYNTHETIC PROTEIN,"Glucagon-like peptide-1 receptor, Glucagon-like peptide-1, Ago-allosteric modulator, Type 2 diabetes, Compound 2, Class B GPCR, BIOSYNTHETIC PROTEIN",,
5AWN,,"Heavy chain of 3BC176 Fab, Light chain of 3BC176 Fab",Antibodies to a conformational epitope on gp41 neutralize HIV-1 by destabilizing the Env spike.,IMMUNE SYSTEM,"HIV-1, Env, broadly neutralizing antibody, IMMUNE SYSTEM",,
7B18,N,"Spike glycoprotein, Nanobody against SARS-CoV-2 VHH E, Nanobody against spike glycoprotein VHH V",Structure-guided multivalent nanobodies block SARS-CoV-2 infection and suppress mutational escape.,VIRAL PROTEIN,"spike glycoprotein, SARS-CoV-2, nanobody, VIRAL PROTEIN",,
2ITC,,,Structural and Thermodynamic Properties of Selective Ion Binding in a K(+) Channel.,MEMBRANE PROTEIN,"Voltage-gated channel, Transmembrane, Ionic channel, Ion transport, K Channel, protein-antibody Fab complex, MEMBRANE PROTEIN",,
4YDK,,"envelope glycoprotein gp120, HEAVY CHAIN OF ANTIBODY VRC08C, LIGHT CHAIN OF ANTIBODY VRC08C",Structural Repertoire of HIV-1-Neutralizing Antibodies Targeting the CD4 Supersite in 14 Donors.,IMMUNE SYSTEM,"Antibody, HIV-1, IMMUNE SYSTEM",,
5CBE,,"E10 heavy chain, E10 light chain, C-X-C motif chemokine 13",A Combination of Structural and Empirical Analyses Delineates the Key Contacts Mediating Stability and Affinity Increases in an Optimized Biotherapeutic Single-chain Fv (scFv).,IMMUNE SYSTEM,"anti-CXCL13, E10, scFv, IMMUNE SYSTEM",,
7RLZ,N,,Structural basis of Plasmodium vivax inhibition by antibodies binding to the circumsporozoite protein repeats.,ANTIMICROBIAL PROTEIN,"antibody, malaria, Plasmodium vivax, circumsporozoite protein, ANTIMICROBIAL PROTEIN",,
6FEQ,N,"ATP-binding cassette sub-family G member 2, The variable domain of the light chain of 5D3(Fab), The variable domain of the heavy chain of 5D3(Fab)",Structural basis of small-molecule inhibition of human multidrug transporter ABCG2.,MEMBRANE PROTEIN,"Multidrug transporter, ABCG2, MB136, inhibitor, MEMBRANE PROTEIN",,
4A6Y,,"ANTIBODY BBE6.12H3 LIGHT CHAIN, ANTIBODY BBE6.12H3 HEAVY CHAIN",Structural Elucidation of the Mechanistic Basis of Degeneracy in the Primary Humoral Response.,IMMUNE SYSTEM,"IMMUNE SYSTEM, ANTIBODY MULTISPECIFICITY, HUMORAL IMMUNE SYSTEM, COMPLEMENTARITY DETERMINING REGION FLEXIBILITY",,
4W6X,,"FedF lectin domain (residues 15-165), Nanobody NbFedF7",Nanobody Mediated Inhibition of Attachment of F18 Fimbriae Expressing Escherichia coli.,CELL ADHESION,"Lectin, Fimbriae, cell adhesion, Inhibitor",,
5HBT,N,"Acetylcholine receptor subunit alpha 1, Fab35, Light Chain, Fab35, Heavy Chain, Alpha-bungarotoxin isoform V31",Structural insights into the molecular mechanisms of myasthenia gravis and their therapeutic implications.,TRANSPORT PROTEIN/TOXIN,"nicotinic acetylcholine receptor alpha1, Fab35, Complex, Myasthenia Gravis, TRANSPORT PROTEIN-TOXIN complex",,
7JVP,N,"D(1A) dopamine receptor, Guanine nucleotide-binding protein G(s) subunit alpha isoforms short, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2, nanobody 35",Structural insights into the human D1 and D2 dopamine receptor signaling complexes.,SIGNALING PROTEIN,"Dopamine receptor 1, Gi protein, SKF-83959, SIGNALING PROTEIN",,
5UM8,N,"glycoprotein gp120, glycoprotein gp41, Fab PGT124 light chain, Fab PGT124 heavy chain, Fab 35022 heavy chain, Fab 35022 light chain",Glycine Substitution at Helix-to-Coil Transitions Facilitates the Structural Determination of a Stabilized Subtype C HIV Envelope Glycoprotein.,Viral Protein/Immune System,"HIV-1 antibody glycoprotein, Viral Protein-Immune System complex",,
5VOB,N,"Envelope glycoprotein H, Envelope glycoprotein L, protein UL128, Envelope glycoprotein UL130, Protein UL131A, Fab 8I21 heavy chain,IgG H chain, Fab 8I21 light chain,Uncharacterized protein",Structural basis for potent antibody-mediated neutralization of human cytomegalovirus.,Viral Protein/Immune System,"HCMV, neutralizing epitope, immunogen, viral entry, Pentamer, vaccine, Viral Protein-Immune System complex",,
6I07,N,IgHG1 and IgHG4 hybrid,"MM-131, a bispecific anti-Met/EpCAM mAb, inhibits HGF-dependent and HGF-independent Met signaling through concurrent binding to EpCAM.",IMMUNE SYSTEM,"IMMUNE SYSTEM, single chain Fv, scFv, EpCAM",,
5CP7,,"Light Chain of Antigen-Binding Fragment of Monoclonal Antibody of 4C7, Heavy Chain of Antigen-Binding Fragment of Monoclonal Antibody of 4C7",Class-specific Monoclonal Antibodies and Dihydropteroate Synthase in Bioassays used for the Detection of Sulfonamides: Structural Insights into Recognition Diversity.,IMMUNE SYSTEM,"Antigen-Binding Fragment, Anti-Sulfonamides Antibody, IMMUNE SYSTEM",,
7KPB,N,,A conformation-selective monoclonal antibody against a small molecule-stabilised signalling-deficient form of TNF.,CYTOKINE/Immune System,"Tumour necrosis factor alpha, TNF, asymmetric, protein-protein inhibitor, CYTOKINE, Fragment antibody, Fab, CYTOKINE-Immune System complex",,
1AQK,,FAB B7-15A2,Three-dimensional structure of a human Fab with high affinity for tetanus toxoid.,IMMUNOGLOBULIN,"HUMAN FAB, ANTI-TETANUS TOXOID, HIGH AFFINITY, CRYSTAL PACKING MOTIF, PROGRAMMING PROPENSITY TO CRYSTALLIZE, IMMUNOGLOBULIN",,
5M6I,N,Light chain dimer,Concurrent structural and biophysical traits link with immunoglobulin light chains amyloid propensity.,IMMUNE SYSTEM,"light chain dimer, light chain amyloidosis, immunoglobulin fold, protein aggregation, immune system",,
5Y9C,N,"Major capsid protein L1, heavy chain of Fab fragment of antibody A12A3, light chain of Fab fragment of antibody A12A3",Crystal Structures of Two Immune Complexes Identify Determinants for Viral Infectivity and Type-Specific Neutralization of Human Papillomavirus.,STRUCTURAL PROTEIN/IMMUNE SYSTEM,"capsid protein, STRUCTURAL PROTEIN-IMMUNE SYSTEM complex",,
4D3C,,"HEPATOCYTE GROWTH FACTOR, SFN68 FAB",A mechanistic basis for converting a receptor tyrosine kinase agonist to an antagonist.,PROTEIN BINDING,PROTEIN BINDING,,
5WB2,N,"Envelope protein US28,nanobody 7, CX3CL1 protein, nanobody B1",Viral GPCR US28 can signal in response to chemokine agonists of nearly unlimited structural degeneracy.,MEMBRANE PROTEIN,"chemokine receptor, engineered proteins, MEMBRANE PROTEIN",,
5W2B,N,"IgG H chain, Uncharacterized protein, Nucleoprotein",Crystal structure of C-terminal domain of Ebola (Reston) nucleoprotein in complex with Fab fragment,viral protein/immune system,"Ebola virus, nucleoprotein, Fab, antibody-antigen interaction, VIRAL PROTEIN, viral protein-immune system complex",,
7EJ5,N,"Spike glycoprotein, RBD-chAb45, Heavy chain, RBD-chAb45, Light chain",Cryo-EM structure of SARS-CoV-2 spike in complex with a neutralizing antibody RBD-chAb-45,VIRAL PROTEIN,"SARS-CoV-2, Spike protein, Neutralizing antibody, VIRAL PROTEIN",,
